_id,productName,sellerId,productCategory,productCondition,brand,features.type,features.size,features.color,description,productPrice,productImage,addTime,productStatus,numberOfVisit,tag[2]
819,Sunflower Seed Raw,72,PC,Old,Acer,,,,vel lectus in quam fringilla rhoncus mauris enim leo rhoncus sed vestibulum sit amet cursus id turpis integer aliquet,89.06,http://dummyimage.com/227x100.png/dddddd/000000,"{""$date"":""2021-05-16T16:16:25.000Z""}",Unsold,284,
820,Beef - Salted,274,mobile,New,Apple,,,Khaki,eu felis fusce posuere felis sed lacus morbi sem mauris laoreet,41.3,http://dummyimage.com/149x100.png/ff4444/ffffff,"{""$date"":""2021-01-05T10:56:11.000Z""}",Unsold,211,
821,"Cheese - Manchego, Spanish",72,shoes,New,ASUS,,,Turquoise,nisl duis bibendum felis sed interdum venenatis turpis enim blandit mi in porttitor pede,15.59,http://dummyimage.com/171x100.png/5fa2dd/ffffff,"{""$date"":""2021-05-30T19:26:20.000Z""}",Unsold,237,
822,"Lamb - Racks, Frenched",468,PC,Old,IKEA,,,,quisque ut erat curabitur gravida nisi at nibh in hac habitasse platea dictumst aliquam augue quam sollicitudin vitae consectetuer eget rutrum,5.72,http://dummyimage.com/217x100.png/dddddd/000000,"{""$date"":""2021-10-29T21:45:22.000Z""}",Sold,434,
823,Soupfoamcont12oz 112con,50,laptop,Old,Logitech,,,,congue vivamus metus arcu adipiscing molestie hendrerit at vulputate vitae nisl aenean lectus pellentesque eget nunc donec quis,31.74,http://dummyimage.com/169x100.png/dddddd/000000,"{""$date"":""2021-05-28T21:32:06.000Z""}",Sold,435,
824,Pheasants - Whole,319,laptop,New,iPhone,,,Red,felis eu sapien cursus vestibulum proin eu mi nulla ac enim in tempor turpis nec euismod scelerisque,23.12,http://dummyimage.com/145x100.png/dddddd/000000,"{""$date"":""2021-06-24T09:43:32.000Z""}",Unsold,187,
825,Wine - Soave Folonari,399,shoes,New,Acer,,,Maroon,suscipit nulla elit ac nulla sed vel enim sit amet nunc viverra dapibus nulla suscipit ligula in lacus,12.38,http://dummyimage.com/150x100.png/5fa2dd/ffffff,"{""$date"":""2020-11-20T22:41:08.000Z""}",Unsold,349,
826,"Pork - Chop, Frenched",189,clothes,Old,LG,,,Green,morbi quis tortor id nulla ultrices aliquet maecenas leo odio condimentum id,35.51,http://dummyimage.com/160x100.png/ff4444/ffffff,"{""$date"":""2021-04-04T07:51:32.000Z""}",Unsold,160,
827,Chutney Sauce,336,furniture,Old,Apple,,,Turquoise,auctor gravida sem praesent id massa id nisl venenatis lacinia aenean sit amet justo morbi ut odio cras,94.29,http://dummyimage.com/226x100.png/cc0000/ffffff,"{""$date"":""2021-05-27T04:34:59.000Z""}",Unsold,142,
828,"Beef - Roasted, Cooked",353,others,Old,Sony,ultrabook,M,Puce,luctus nec molestie sed justo pellentesque viverra pede ac diam cras pellentesque volutpat dui maecenas tristique est et tempus semper est quam pharetra magna ac consequat,55.54,http://dummyimage.com/142x100.png/cc0000/ffffff,"{""$date"":""2021-08-20T04:05:52.000Z""}",Unsold,262,
829,Wine - Carmenere Casillero Del,287,furniture,New,ASUS,ultrabook,36,Teal,nullam varius nulla facilisi cras non velit nec nisi vulputate nonummy maecenas tincidunt lacus at velit vivamus vel nulla eget eros elementum pellentesque quisque porta volutpat erat quisque,31.85,http://dummyimage.com/238x100.png/cc0000/ffffff,"{""$date"":""2020-12-10T17:51:17.000Z""}",Unsold,154,
830,Bread - Multigrain,256,shoes,Old,Prada,,,Turquoise,ut dolor morbi vel lectus in quam fringilla rhoncus mauris enim leo rhoncus sed vestibulum sit amet cursus id,89.55,http://dummyimage.com/234x100.png/ff4444/ffffff,"{""$date"":""2021-04-21T21:58:52.000Z""}",Unsold,462,
831,"Soup - Canadian Pea, Dry Mix",117,television,Old,Sony,gaming,S,,est quam pharetra magna ac consequat metus sapien ut nunc vestibulum ante,82.48,http://dummyimage.com/157x100.png/5fa2dd/ffffff,"{""$date"":""2021-08-18T11:52:06.000Z""}",Unsold,298,
832,Chinese Foods - Cantonese,426,PC,New,Adidas,,,Violet,sit amet nunc viverra dapibus nulla suscipit ligula in lacus curabitur at ipsum ac tellus semper interdum mauris ullamcorper purus sit amet nulla quisque arcu libero rutrum ac,9.21,http://dummyimage.com/104x100.png/ff4444/ffffff,"{""$date"":""2021-06-04T20:53:38.000Z""}",Unsold,68,
833,Cookies Oatmeal Raisin,290,television,New,iPhone,jeans,M,Teal,ultrices posuere cubilia curae donec pharetra magna vestibulum aliquet ultrices erat tortor sollicitudin mi sit amet,77.16,http://dummyimage.com/242x100.png/cc0000/ffffff,"{""$date"":""2021-04-12T11:55:02.000Z""}",Sold,9,
834,"Wine - White, Riesling, Semi - Dry",454,clothes,New,iPhone,ultrabook,38,Pink,quis turpis eget elit sodales scelerisque mauris sit amet eros suspendisse accumsan tortor quis turpis sed ante vivamus tortor duis,94.27,http://dummyimage.com/231x100.png/ff4444/ffffff,"{""$date"":""2021-03-31T06:09:49.000Z""}",Sold,146,
835,Beer - Muskoka Cream Ale,346,furniture,Old,Prada,ultrabook,L,Violet,nisi nam ultrices libero non mattis pulvinar nulla pede ullamcorper augue a suscipit nulla elit ac nulla sed vel enim sit amet nunc viverra dapibus nulla suscipit ligula,23.42,http://dummyimage.com/247x100.png/cc0000/ffffff,"{""$date"":""2021-09-04T14:35:43.000Z""}",Sold,475,
836,Grand Marnier,409,game console,New,IKEA,,,,nulla integer pede justo lacinia eget tincidunt eget tempus vel pede morbi porttitor lorem id ligula suspendisse ornare consequat lectus in est risus auctor sed,33.95,http://dummyimage.com/193x100.png/5fa2dd/ffffff,"{""$date"":""2021-06-15T20:08:09.000Z""}",Unsold,39,
837,Scallops 60/80 Iqf,422,others,New,iPhone,jeans,L,Crimson,at dolor quis odio consequat varius integer ac leo pellentesque ultrices mattis odio donec vitae nisi nam ultrices libero non mattis pulvinar nulla pede ullamcorper,49.71,http://dummyimage.com/151x100.png/dddddd/000000,"{""$date"":""2021-05-10T18:20:50.000Z""}",Unsold,468,
838,Milk - 2% 250 Ml,131,laptop,Old,MSI,,,Khaki,justo sit amet sapien dignissim vestibulum vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae nulla,16.39,http://dummyimage.com/172x100.png/5fa2dd/ffffff,"{""$date"":""2021-07-06T21:05:31.000Z""}",Sold,233,
839,Soup - Campbells Broccoli,100,furniture,Old,Samsung,sweater,M,Purple,nam dui proin leo odio porttitor id consequat in consequat ut nulla,76.85,http://dummyimage.com/150x100.png/cc0000/ffffff,"{""$date"":""2021-09-21T05:35:21.000Z""}",Sold,194,
840,Muffin Mix - Oatmeal,285,shoes,New,MSI,sweater,20,Puce,nisi eu orci mauris lacinia sapien quis libero nullam sit amet turpis elementum ligula vehicula consequat morbi,95.07,http://dummyimage.com/209x100.png/dddddd/000000,"{""$date"":""2021-03-04T14:21:18.000Z""}",Unsold,241,
841,Irish Cream - Butterscotch,114,PC,New,LG,,,Goldenrod,vestibulum sagittis sapien cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus,24.45,http://dummyimage.com/224x100.png/cc0000/ffffff,"{""$date"":""2021-03-15T17:39:15.000Z""}",Sold,273,
842,Versatainer Nc - 9388,344,television,Old,iPhone,jeans,36,Aquamarine,velit donec diam neque vestibulum eget vulputate ut ultrices vel augue vestibulum ante ipsum primis in faucibus orci luctus,55.86,,"{""$date"":""2021-07-18T11:09:01.000Z""}",Unsold,417,
843,"Vermouth - White, Cinzano",411,game console,Old,Prada,,,Fuscia,amet justo morbi ut odio cras mi pede malesuada in imperdiet et commodo vulputate justo in blandit ultrices enim lorem ipsum dolor sit amet consectetuer adipiscing elit proin interdum,78.38,http://dummyimage.com/195x100.png/dddddd/000000,"{""$date"":""2021-05-26T20:15:20.000Z""}",Unsold,283,
844,Cucumber - English,161,television,New,Nike,ultrabook,40,Red,convallis duis consequat dui nec nisi volutpat eleifend donec ut dolor morbi vel lectus in quam fringilla rhoncus mauris enim leo rhoncus sed vestibulum,14.16,http://dummyimage.com/101x100.png/5fa2dd/ffffff,"{""$date"":""2021-07-01T09:59:42.000Z""}",Sold,222,
845,Sauerkraut,492,television,Old,Nike,ultrabook,15,,habitasse platea dictumst maecenas ut massa quis augue luctus tincidunt nulla mollis molestie lorem quisque ut erat curabitur gravida nisi at nibh,72.88,http://dummyimage.com/204x100.png/5fa2dd/ffffff,"{""$date"":""2020-12-07T00:55:01.000Z""}",Sold,416,
846,"Beef - Tongue, Cooked",351,PC,Old,ASUS,,,Aquamarine,sit amet consectetuer adipiscing elit proin risus praesent lectus vestibulum quam sapien varius ut blandit non interdum in ante vestibulum ante ipsum,93.66,http://dummyimage.com/108x100.png/ff4444/ffffff,"{""$date"":""2021-05-13T12:16:42.000Z""}",Unsold,260,
847,Milk - 1%,237,game console,Old,Acer,,,Violet,eleifend pede libero quis orci nullam molestie nibh in lectus pellentesque at nulla suspendisse potenti cras in purus eu magna vulputate,65.41,http://dummyimage.com/220x100.png/cc0000/ffffff,"{""$date"":""2021-09-12T09:50:17.000Z""}",Unsold,217,
848,Macaroons - Two Bite Choc,488,others,Old,IKEA,gaming,38,Orange,pellentesque ultrices phasellus id sapien in sapien iaculis congue vivamus metus arcu adipiscing molestie hendrerit at vulputate,82.47,http://dummyimage.com/226x100.png/dddddd/000000,"{""$date"":""2021-04-03T01:36:25.000Z""}",Sold,290,
849,Parsnip,281,mobile,New,LG,,,Puce,magna at nunc commodo placerat praesent blandit nam nulla integer pede,65.11,http://dummyimage.com/219x100.png/dddddd/000000,"{""$date"":""2020-12-07T18:35:49.000Z""}",Unsold,480,
850,Wonton Wrappers,274,others,New,MSI,ultrabook,38,Fuscia,urna pretium nisl ut volutpat sapien arcu sed augue aliquam erat volutpat in congue etiam justo,19.33,,"{""$date"":""2021-07-05T16:23:22.000Z""}",Unsold,346,
851,White Fish - Filets,393,game console,New,IKEA,,,Blue,aenean lectus pellentesque eget nunc donec quis orci eget orci vehicula condimentum curabitur in libero ut massa volutpat convallis morbi odio odio elementum eu interdum eu tincidunt,60.88,,"{""$date"":""2021-10-14T23:21:58.000Z""}",Unsold,419,
852,Wine - Pinot Noir Mondavi Coastal,201,furniture,New,Apple,gaming,L,,dui vel nisl duis ac nibh fusce lacus purus aliquet at feugiat non pretium quis lectus suspendisse potenti in eleifend quam a odio in hac habitasse platea,35.0,http://dummyimage.com/146x100.png/dddddd/000000,"{""$date"":""2021-05-31T01:24:17.000Z""}",Sold,316,
853,Okra,359,laptop,Old,Xiaomi,,,Goldenrod,nibh in hac habitasse platea dictumst aliquam augue quam sollicitudin vitae consectetuer eget rutrum at lorem integer tincidunt ante vel ipsum praesent blandit lacinia erat vestibulum sed,85.7,http://dummyimage.com/191x100.png/ff4444/ffffff,"{""$date"":""2021-06-22T22:54:25.000Z""}",Sold,306,
854,Bread Bowl Plain,185,laptop,Old,IKEA,,,Khaki,orci mauris lacinia sapien quis libero nullam sit amet turpis elementum ligula vehicula consequat morbi a ipsum integer a nibh in quis justo,92.37,http://dummyimage.com/222x100.png/5fa2dd/ffffff,"{""$date"":""2020-12-09T14:30:24.000Z""}",Unsold,330,
855,Mushroom - Lg - Cello,261,clothes,Old,Prada,,,Red,eleifend pede libero quis orci nullam molestie nibh in lectus pellentesque at nulla suspendisse potenti cras in purus eu magna vulputate luctus cum sociis,78.32,http://dummyimage.com/235x100.png/dddddd/000000,"{""$date"":""2020-11-07T10:36:15.000Z""}",Unsold,142,
856,"Juice - Grape, White",255,television,New,Acer,,,Crimson,augue vestibulum rutrum rutrum neque aenean auctor gravida sem praesent id massa id nisl venenatis lacinia aenean sit amet justo morbi ut odio cras mi pede malesuada in imperdiet et,97.5,http://dummyimage.com/214x100.png/dddddd/000000,"{""$date"":""2021-03-27T23:18:17.000Z""}",Unsold,290,
857,Cake - Bande Of Fruit,240,television,Old,Google,,,Red,nulla ut erat id mauris vulputate elementum nullam varius nulla facilisi cras non velit nec nisi vulputate nonummy maecenas tincidunt,31.21,http://dummyimage.com/201x100.png/cc0000/ffffff,"{""$date"":""2021-02-12T03:51:18.000Z""}",Unsold,214,
858,"Red Snapper - Fillet, Skin On",297,clothes,Old,Sony,,,,fermentum donec ut mauris eget massa tempor convallis nulla neque libero convallis eget eleifend,56.36,http://dummyimage.com/140x100.png/5fa2dd/ffffff,"{""$date"":""2021-02-08T04:41:53.000Z""}",Sold,28,
859,Wine - Cotes Du Rhone,86,clothes,Old,Logitech,ultrabook,L,Fuscia,sit amet turpis elementum ligula vehicula consequat morbi a ipsum,95.3,http://dummyimage.com/107x100.png/ff4444/ffffff,"{""$date"":""2021-07-05T08:52:29.000Z""}",Unsold,295,
860,Mcgillicuddy Vanilla Schnap,75,clothes,Old,IKEA,,,,volutpat in congue etiam justo etiam pretium iaculis justo in,57.95,,"{""$date"":""2021-06-19T00:04:04.000Z""}",Unsold,55,
861,Watercress,73,game console,Old,Adidas,,,Teal,proin leo odio porttitor id consequat in consequat ut nulla,85.11,http://dummyimage.com/128x100.png/ff4444/ffffff,"{""$date"":""2021-01-15T19:10:47.000Z""}",Unsold,209,
862,Capicola - Hot,55,shoes,Old,ASUS,,,Teal,consequat metus sapien ut nunc vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae mauris viverra diam vitae quam suspendisse potenti nullam porttitor lacus,51.53,http://dummyimage.com/129x100.png/cc0000/ffffff,"{""$date"":""2021-01-14T16:34:20.000Z""}",Unsold,228,
863,Pork - European Side Bacon,220,furniture,New,Nike,ultrabook,20,,praesent blandit nam nulla integer pede justo lacinia eget tincidunt eget tempus vel pede,4.05,http://dummyimage.com/126x100.png/ff4444/ffffff,"{""$date"":""2021-09-19T07:50:52.000Z""}",Unsold,235,
864,Shrimp - 31/40,399,others,Old,MSI,,,,maecenas leo odio condimentum id luctus nec molestie sed justo pellentesque viverra pede ac diam cras pellentesque volutpat dui maecenas tristique est,61.74,http://dummyimage.com/159x100.png/5fa2dd/ffffff,"{""$date"":""2021-06-14T06:59:49.000Z""}",Sold,45,
865,Wine - Sawmill Creek Autumn,359,PC,New,Samsung,,,Crimson,neque vestibulum eget vulputate ut ultrices vel augue vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia,76.2,http://dummyimage.com/173x100.png/dddddd/000000,"{""$date"":""2021-07-06T21:27:41.000Z""}",Sold,26,
866,Bagels Poppyseed,163,television,Old,Nike,gaming,S,,ut blandit non interdum in ante vestibulum ante ipsum primis in faucibus,7.54,http://dummyimage.com/214x100.png/cc0000/ffffff,"{""$date"":""2021-06-07T20:51:38.000Z""}",Unsold,130,
867,Truffle - Whole Black Peeled,32,laptop,New,Xiaomi,gaming,15,Teal,leo odio porttitor id consequat in consequat ut nulla sed accumsan felis ut at dolor quis,66.61,http://dummyimage.com/192x100.png/5fa2dd/ffffff,"{""$date"":""2021-01-23T07:16:50.000Z""}",Sold,117,
868,"Crab - Dungeness, Whole",370,mobile,Old,Apple,,,Teal,pellentesque volutpat dui maecenas tristique est et tempus semper est quam pharetra magna ac consequat metus sapien ut nunc vestibulum ante ipsum,39.29,http://dummyimage.com/207x100.png/ff4444/ffffff,"{""$date"":""2021-08-28T20:08:39.000Z""}",Sold,159,
869,Wine - Magnotta - Pinot Gris Sr,112,shoes,New,Acer,,,Goldenrod,nulla nunc purus phasellus in felis donec semper sapien a libero nam dui proin leo odio porttitor id consequat in consequat ut nulla,56.28,http://dummyimage.com/146x100.png/ff4444/ffffff,"{""$date"":""2020-12-28T22:04:52.000Z""}",Sold,377,
870,Tea - Herbal Orange Spice,281,laptop,New,MSI,sweater,15,Red,eu est congue elementum in hac habitasse platea dictumst morbi vestibulum velit id pretium iaculis,16.68,http://dummyimage.com/103x100.png/cc0000/ffffff,"{""$date"":""2020-12-21T17:07:47.000Z""}",Unsold,103,
871,Wine - Zinfandel California 2002,98,laptop,Old,Apple,jeans,S,Mauv,turpis eget elit sodales scelerisque mauris sit amet eros suspendisse accumsan tortor quis turpis sed ante vivamus,49.52,,"{""$date"":""2020-11-10T06:00:46.000Z""}",Sold,260,
872,Soup V8 Roasted Red Pepper,173,furniture,Old,Logitech,gaming,M,,vulputate justo in blandit ultrices enim lorem ipsum dolor sit amet consectetuer adipiscing elit proin interdum mauris non,47.2,http://dummyimage.com/203x100.png/cc0000/ffffff,"{""$date"":""2021-07-22T09:13:24.000Z""}",Sold,433,
873,Sauce Bbq Smokey,384,mobile,Old,Prada,sweater,M,Violet,mauris morbi non lectus aliquam sit amet diam in magna bibendum imperdiet nullam orci pede,29.37,http://dummyimage.com/211x100.png/ff4444/ffffff,"{""$date"":""2021-05-31T09:04:58.000Z""}",Sold,412,
874,Sauce - Marinara,185,game console,New,Xiaomi,ultrabook,40,Indigo,aliquam augue quam sollicitudin vitae consectetuer eget rutrum at lorem integer tincidunt ante vel ipsum praesent blandit lacinia erat vestibulum sed magna at nunc commodo placerat praesent,37.87,http://dummyimage.com/143x100.png/dddddd/000000,"{""$date"":""2021-07-14T00:38:12.000Z""}",Sold,420,
875,Chicken - Whole Roasting,180,game console,Old,Sony,,,Aquamarine,nulla neque libero convallis eget eleifend luctus ultricies eu nibh quisque id justo sit amet sapien,74.05,http://dummyimage.com/181x100.png/dddddd/000000,"{""$date"":""2021-10-09T13:54:14.000Z""}",Sold,473,
876,Extract - Lemon,156,mobile,Old,LG,,,Crimson,vitae nisi nam ultrices libero non mattis pulvinar nulla pede ullamcorper augue a suscipit nulla elit ac nulla sed vel enim,91.12,http://dummyimage.com/174x100.png/5fa2dd/ffffff,"{""$date"":""2021-10-05T23:26:08.000Z""}",Unsold,22,
877,"Ranchero - Primerba, Paste",51,furniture,New,Adidas,,,Teal,pellentesque ultrices mattis odio donec vitae nisi nam ultrices libero non mattis pulvinar nulla pede ullamcorper augue,62.35,http://dummyimage.com/146x100.png/cc0000/ffffff,"{""$date"":""2021-10-03T22:43:22.000Z""}",Sold,227,
878,Pear - Halves,36,others,New,Adidas,,,Crimson,placerat praesent blandit nam nulla integer pede justo lacinia eget tincidunt eget tempus vel pede morbi porttitor lorem id ligula suspendisse ornare consequat lectus in est risus,83.73,http://dummyimage.com/108x100.png/ff4444/ffffff,"{""$date"":""2020-12-28T21:03:59.000Z""}",Sold,318,
879,Puree - Pear,247,television,New,LG,sweater,L,Violet,nunc commodo placerat praesent blandit nam nulla integer pede justo lacinia eget tincidunt eget tempus vel,29.08,http://dummyimage.com/146x100.png/5fa2dd/ffffff,"{""$date"":""2021-08-19T03:23:38.000Z""}",Unsold,489,
880,Carbonated Water - Strawberry,340,clothes,New,Google,,,Red,pellentesque volutpat dui maecenas tristique est et tempus semper est quam pharetra magna ac consequat metus sapien ut nunc vestibulum ante ipsum,5.83,,"{""$date"":""2021-05-19T16:13:25.000Z""}",Sold,31,
881,Arizona - Plum Green Tea,186,laptop,New,Adidas,sweater,40,Turquoise,odio odio elementum eu interdum eu tincidunt in leo maecenas pulvinar lobortis est phasellus sit amet erat nulla tempus vivamus in felis eu sapien cursus vestibulum proin eu mi nulla,30.08,http://dummyimage.com/208x100.png/cc0000/ffffff,"{""$date"":""2021-06-26T06:21:50.000Z""}",Unsold,164,
882,"Bread - Pita, Mini",456,laptop,Old,MSI,,,Mauv,id ligula suspendisse ornare consequat lectus in est risus auctor sed tristique in tempus sit amet sem fusce consequat nulla nisl nunc nisl duis bibendum felis sed interdum,33.86,http://dummyimage.com/120x100.png/5fa2dd/ffffff,"{""$date"":""2021-03-07T19:10:23.000Z""}",Sold,248,
883,V8 - Vegetable Cocktail,386,game console,New,Sony,jeans,20,Maroon,convallis eget eleifend luctus ultricies eu nibh quisque id justo sit amet sapien dignissim vestibulum vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae nulla,8.23,http://dummyimage.com/241x100.png/ff4444/ffffff,"{""$date"":""2020-11-20T16:19:07.000Z""}",Unsold,417,
